YEAR,MONTH,STATE_CODE,SECTOR_NAME,ENERGY SOURCE              (UNITS),CONSUMPTION,order1,order2
2013,12,MI,"Electric Generators, Independent Power",Other Gases (Billion Btu),0,,
2013,12,MI,"Electric Generators, Independent Power",Petroleum (Barrels),0,,
2013,12,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,761,407",,
2013,12,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,120,608",,
2013,12,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),72,,
2013,12,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"220,295",,
2013,12,MI,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"15,736",,
2013,12,MI,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"456,715",,
2013,12,MI,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"14,321",,
2013,12,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"19,046",,
2013,12,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,909,111",,
2013,12,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),636,,
2013,12,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"15,845",,
2013,12,MI,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),0,,
2013,12,MI,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"264,177",,
2013,12,MI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),115,,
2013,12,MN,Total Electric Power Industry,Coal (Short Tons),"1,487,832",,
2013,12,MN,Total Electric Power Industry,Natural Gas (Mcf),"5,076,753",,
2013,12,MN,Total Electric Power Industry,Petroleum (Barrels),"14,195",,
2013,12,MN,"Electric Generators, Independent Power",Natural Gas (Mcf),"409,019",,
2013,12,MN,"Electric Generators, Independent Power",Petroleum (Barrels),"3,557",,
2013,12,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,457,682",,
2013,12,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,106,905",,
2013,12,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"10,411",,
2013,12,MN,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"30,150",,
2013,12,MN,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"59,029",,
2013,12,MN,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),105,,
2013,12,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"347,999",,
2013,12,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,12,MN,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),0,,
2013,12,MN,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"153,801",,
2013,12,MN,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),122,,
2013,12,MO,Total Electric Power Industry,Coal (Short Tons),"3,834,952",,
2013,12,MO,Total Electric Power Industry,Natural Gas (Mcf),"3,157,950",,
2013,12,MO,Total Electric Power Industry,Petroleum (Barrels),"16,170",,
2013,12,MO,"Electric Generators, Independent Power",Natural Gas (Mcf),"138,363",,
2013,12,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,829,657",,
2013,12,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,969,082",,
2013,12,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"16,163",,
2013,12,MO,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"2,903",,
2013,12,MO,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),732,,
2013,12,MO,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,12,MO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0,,
2013,12,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"22,144",,
2013,12,MO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,12,MO,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"2,392",,
2013,12,MO,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"27,629",,
2013,12,MO,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),7,,
2013,12,MS,Total Electric Power Industry,Coal (Short Tons),"506,843",,
2013,12,MS,Total Electric Power Industry,Natural Gas (Mcf),"19,213,081",,
2013,12,MS,Total Electric Power Industry,Petroleum (Barrels),"2,550",,
2013,12,MS,"Electric Generators, Independent Power",Coal (Short Tons),"278,003",,
2013,12,MS,"Electric Generators, Independent Power",Natural Gas (Mcf),"676,996",,
2013,12,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),"228,840",,
2013,12,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"17,208,715",,
2013,12,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,330",,
2013,12,MS,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),0,,
2013,12,MS,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"1,318,492",,
2013,12,MS,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),220,,
2013,12,MS,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"8,878",,
2013,12,MT,Total Electric Power Industry,Coal (Short Tons),"741,111",,
2013,12,MT,Total Electric Power Industry,Natural Gas (Mcf),"497,128",,
2013,12,MT,Total Electric Power Industry,Other Gases (Billion Btu),0,,
2013,12,MT,Total Electric Power Industry,Petroleum (Barrels),"80,955",,
2013,12,MT,"Electric Generators, Independent Power",Coal (Short Tons),"716,974",,
2013,12,MT,"Electric Generators, Independent Power",Natural Gas (Mcf),"29,398",,
2013,12,MT,"Electric Generators, Independent Power",Petroleum (Barrels),"1,267",,
2013,12,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),"23,352",,
2013,12,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"467,730",,
2013,12,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),11,,
2013,12,MT,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),785,,
2013,12,MT,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),0,,
2013,12,MT,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),0,,
2013,12,MT,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,12,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0,,
2013,12,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"79,677",,
2013,12,NC,Total Electric Power Industry,Coal (Short Tons),"1,347,868",,
2013,12,NC,Total Electric Power Industry,Natural Gas (Mcf),"19,027,865",,
2013,12,NC,Total Electric Power Industry,Petroleum (Barrels),"32,375",,
2013,12,NC,"Electric Generators, Independent Power",Natural Gas (Mcf),"1,651,713",,
2013,12,NC,"Electric Generators, Independent Power",Petroleum (Barrels),139,,
2013,12,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,288,887",,
2013,12,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,974,847",,
2013,12,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),"31,418",,
2013,12,NC,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"4,880",,
2013,12,NC,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"51,668",,
2013,12,NC,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),481,,
2013,12,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),"52,556",,
2013,12,NC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"4,342,258",,
2013,12,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),323,,
2013,12,NC,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),"1,545",,
2013,12,NC,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"7,379",,
2013,12,NC,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),14,,
2013,12,ND,Total Electric Power Industry,Coal (Short Tons),"2,038,748",,
2013,12,ND,Total Electric Power Industry,Natural Gas (Mcf),"8,210",,
2013,12,ND,Total Electric Power Industry,Other Gases (Billion Btu),18,,
2013,12,ND,Total Electric Power Industry,Petroleum (Barrels),"6,712",,
2013,12,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,031,260",,
2013,12,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),378,,
2013,12,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,589",,
2013,12,ND,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"7,488",,
2013,12,ND,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"7,832",,
2013,12,ND,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),18,,
2013,12,ND,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),115,,
2013,12,ND,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),8,,
2013,12,NE,Total Electric Power Industry,Coal (Short Tons),"1,484,577",,
2013,12,NE,Total Electric Power Industry,Natural Gas (Mcf),"327,510",,
2013,12,NE,Total Electric Power Industry,Petroleum (Barrels),"4,242",,
2013,12,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,460,844",,
2013,12,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"310,568",,
2013,12,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,242",,
2013,12,NE,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"23,733",,
2013,12,NE,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"16,549",,
2013,12,NE,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),393,,
2013,12,NH,Total Electric Power Industry,Coal (Short Tons),"107,561",,
2013,12,NH,Total Electric Power Industry,Natural Gas (Mcf),"2,434,961",,
2013,12,NH,Total Electric Power Industry,Petroleum (Barrels),"59,208",,
2013,12,NH,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,411,976",,
2013,12,NH,"Electric Generators, Independent Power",Petroleum (Barrels),"36,808",,
2013,12,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),"107,561",,
2013,12,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),450,,
2013,12,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),"20,152",,
2013,12,NH,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"11,278",,
2013,12,NH,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),9,,
2013,12,NH,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"11,257",,
2013,12,NH,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"2,239",,
2013,12,NJ,Total Electric Power Industry,Coal (Short Tons),"69,215",,
2013,12,NJ,Total Electric Power Industry,Natural Gas (Mcf),"16,789,343",,
2013,12,NJ,Total Electric Power Industry,Other Gases (Billion Btu),174,,
2013,12,NJ,Total Electric Power Industry,Petroleum (Barrels),"15,278",,
2013,12,NJ,"Electric Generators, Independent Power",Coal (Short Tons),"11,143",,
2013,12,NJ,"Electric Generators, Independent Power",Natural Gas (Mcf),"12,657,060",,
2013,12,NJ,"Electric Generators, Independent Power",Petroleum (Barrels),"5,536",,
2013,12,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),0,,
2013,12,NJ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0,,
2013,12,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),490,,
2013,12,NJ,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"314,369",,
2013,12,NJ,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),174,,
2013,12,NJ,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"6,223",,
2013,12,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),"58,072",,
2013,12,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,700,796",,
2013,12,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"2,985",,
2013,12,NJ,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"117,118",,
2013,12,NJ,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),44,,
2013,12,NM,Total Electric Power Industry,Coal (Short Tons),"982,063",,
2013,12,NM,Total Electric Power Industry,Geothermal (Billion Btu),15,,
2013,12,NM,Total Electric Power Industry,Natural Gas (Mcf),"6,386,058",,
2013,12,NM,Total Electric Power Industry,Petroleum (Barrels),"13,689",,
2013,12,NM,"Electric Generators, Independent Power",Geothermal (Billion Btu),15,,
2013,12,NM,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,176,608",,
2013,12,NM,"Electric Generators, Independent Power",Petroleum (Barrels),73,,
2013,12,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),"982,063",,
2013,12,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,009,400",,
2013,12,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),"13,614",,
2013,12,NM,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),0,,
2013,12,NM,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),2,,
2013,12,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"128,228",,
2013,12,NM,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"71,822",,
2013,12,NV,Total Electric Power Industry,Coal (Short Tons),"276,217",,
2013,12,NV,Total Electric Power Industry,Geothermal (Billion Btu),"2,376",,
2013,12,NV,Total Electric Power Industry,Natural Gas (Mcf),"14,690,210",,
2013,12,NV,Total Electric Power Industry,Other Gases (Billion Btu),5,,
2013,12,NV,Total Electric Power Industry,Petroleum (Barrels),"3,174",,
2013,12,NV,"Electric Generators, Independent Power",Coal (Short Tons),"77,813",,
2013,12,NV,"Electric Generators, Independent Power",Geothermal (Billion Btu),"2,376",,
2013,12,NV,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,240,459",,
2013,12,NV,"Electric Generators, Independent Power",Petroleum (Barrels),246,,
2013,12,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),"198,404",,
2013,12,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,929,507",,
2013,12,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,928",,
2013,12,NV,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"25,622",,
2013,12,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,435,443",,
2013,12,NV,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),5,,
2013,12,NV,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,12,NV,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"59,179",,
2013,12,NY,Total Electric Power Industry,Coal (Short Tons),"278,080",,
2013,12,NY,Total Electric Power Industry,Natural Gas (Mcf),"35,014,812",,
2013,12,NY,Total Electric Power Industry,Petroleum (Barrels),"87,111",,
2013,12,NY,"Electric Generators, Independent Power",Coal (Short Tons),"271,444",,
2013,12,NY,"Electric Generators, Independent Power",Natural Gas (Mcf),"15,462,505",,
2013,12,NY,"Electric Generators, Independent Power",Petroleum (Barrels),"25,431",,
2013,12,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),486,,
2013,12,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,861,387",,
2013,12,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"52,340",,
2013,12,NY,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"6,150",,
2013,12,NY,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"162,085",,
2013,12,NY,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"8,007",,
2013,12,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"8,985,896",,
2013,12,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),249,,
2013,12,NY,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),0,,
2013,12,NY,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"542,939",,
2013,12,NY,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),"1,084",,
2013,12,OH,Total Electric Power Industry,Coal (Short Tons),"3,865,736",,
2013,12,OH,Total Electric Power Industry,Natural Gas (Mcf),"13,590,220",,
2013,12,OH,Total Electric Power Industry,Other Gases (Billion Btu),"1,368",,
2013,12,OH,Total Electric Power Industry,Petroleum (Barrels),"274,074",,
2013,12,OH,"Electric Generators, Independent Power",Coal (Short Tons),"639,281",,
2013,12,OH,"Electric Generators, Independent Power",Natural Gas (Mcf),"9,095,805",,
2013,12,OH,"Electric Generators, Independent Power",Petroleum (Barrels),"250,310",,
2013,12,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,218,414",,
2013,12,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,074,719",,
2013,12,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),"22,884",,
2013,12,OH,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"7,910",,
2013,12,OH,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"77,040",,
2013,12,OH,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),970,,
2013,12,OH,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),853,,
2013,12,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),0,,
2013,12,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"86,809",,
2013,12,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),398,,
2013,12,OH,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),131,,
2013,12,OH,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"255,847",,
2013,12,OH,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),27,,
2013,12,OK,Total Electric Power Industry,Coal (Short Tons),"1,752,579",,
2013,12,OK,Total Electric Power Industry,Natural Gas (Mcf),"21,776,989",,
2013,12,OK,Total Electric Power Industry,Petroleum (Barrels),"3,390",,
2013,12,OK,"Electric Generators, Independent Power",Natural Gas (Mcf),"4,995,852",,
2013,12,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,596,549",,
2013,12,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"16,626,086",,
2013,12,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,390",,
2013,12,OK,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"13,552",,
2013,12,OK,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"59,884",,
2013,12,OK,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,12,OK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"142,478",,
2013,12,OK,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"95,167",,
2013,12,OK,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0,,
2013,12,OK,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0,,
2013,12,OR,Total Electric Power Industry,Coal (Short Tons),"227,724",,
2013,12,OR,Total Electric Power Industry,Geothermal (Billion Btu),190,,
2013,12,OR,Total Electric Power Industry,Natural Gas (Mcf),"12,544,536",,
2013,12,OR,Total Electric Power Industry,Petroleum (Barrels),550,,
2013,12,OR,"Electric Generators, Independent Power",Geothermal (Billion Btu),190,,
2013,12,OR,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,956,481",,
2013,12,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),"227,724",,
2013,12,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"5,208,399",,
2013,12,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),550,,
2013,12,OR,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"65,002",,
2013,12,OR,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),0,,
2013,12,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"4,278,540",,
2013,12,OR,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"36,114",,
2013,12,OR,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),0,,
2013,12,PA,Total Electric Power Industry,Coal (Short Tons),"3,623,722",,
2013,12,PA,Total Electric Power Industry,Natural Gas (Mcf),"28,976,573",,
2013,12,PA,Total Electric Power Industry,Other Gases (Billion Btu),894,,
2013,12,PA,Total Electric Power Industry,Petroleum (Barrels),"107,705",,
2013,12,PA,"Electric Generators, Independent Power",Coal (Short Tons),"3,190,174",,
2013,12,PA,"Electric Generators, Independent Power",Natural Gas (Mcf),"25,641,312",,
2013,12,PA,"Electric Generators, Independent Power",Petroleum (Barrels),"82,700",,
2013,12,PA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0,,
2013,12,PA,"Electric Generators, Electric Utilities",Petroleum (Barrels),20,,
2013,12,PA,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"21,404",,
2013,12,PA,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"324,489",,
2013,12,PA,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),894,,
2013,12,PA,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"20,616",,
2013,12,PA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"411,635",,
2013,12,PA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,919,114",,
2013,12,PA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"3,680",,
2013,12,PA,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),509,,
2013,12,PA,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"91,658",,
2013,12,PA,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),689,,
2013,12,RI,Total Electric Power Industry,Natural Gas (Mcf),"2,241,989",,
2013,12,RI,Total Electric Power Industry,Petroleum (Barrels),"12,145",,
2013,12,RI,"Electric Generators, Independent Power",Natural Gas (Mcf),"2,210,178",,
2013,12,RI,"Electric Generators, Independent Power",Petroleum (Barrels),"11,851",,
2013,12,RI,"Electric Generators, Electric Utilities",Petroleum (Barrels),0,,
2013,12,RI,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"31,811",,
2013,12,RI,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),294,,
2013,12,SC,Total Electric Power Industry,Coal (Short Tons),"857,024",,
2013,12,SC,Total Electric Power Industry,Natural Gas (Mcf),"5,574,309",,
2013,12,SC,Total Electric Power Industry,Petroleum (Barrels),"10,390",,
2013,12,SC,"Electric Generators, Independent Power",Coal (Short Tons),0,,
2013,12,SC,"Electric Generators, Independent Power",Natural Gas (Mcf),"38,969",,
2013,12,SC,"Electric Generators, Independent Power",Petroleum (Barrels),0,,
2013,12,SC,"Electric Generators, Electric Utilities",Coal (Short Tons),"851,201",,
2013,12,SC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"5,018,173",,
2013,12,SC,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,221",,
2013,12,SC,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"5,823",,
2013,12,SC,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"99,566",,
2013,12,SC,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"2,158",,
2013,12,SC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"417,601",,
2013,12,SC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0,,
2013,12,SC,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),0,,
2013,12,SC,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),11,,
2013,12,SD,Total Electric Power Industry,Coal (Short Tons),"174,539",,
2013,12,SD,Total Electric Power Industry,Natural Gas (Mcf),"1,026,759",,
2013,12,SD,Total Electric Power Industry,Petroleum (Barrels),"1,660",,
2013,12,SD,"Electric Generators, Independent Power",Petroleum (Barrels),41,,
2013,12,SD,"Electric Generators, Electric Utilities",Coal (Short Tons),"174,539",,
2013,12,SD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,026,759",,
2013,12,SD,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,615",,
2013,12,SD,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),4,,
2013,12,TN,Total Electric Power Industry,Coal (Short Tons),"1,137,980",,
2013,12,TN,Total Electric Power Industry,Natural Gas (Mcf),"2,397,584",,
2013,12,TN,Total Electric Power Industry,Other Gases (Billion Btu),5,,
2013,12,TN,Total Electric Power Industry,Petroleum (Barrels),"47,488",,
2013,12,TN,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,116,296",,
2013,12,TN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,256,309",,
2013,12,TN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"47,185",,
2013,12,TN,"Combined Heat and Power, Industrial Pow",Coal (Short Tons),"21,205",,
2013,12,TN,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"19,042",,
2013,12,TN,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),5,,
2013,12,TN,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),296,,
2013,12,TN,"Combined Heat and Power, Commercial Pow",Coal (Short Tons),479,,
2013,12,TN,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"122,233",,
2013,12,TN,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),7,,
2013,12,TX,Total Electric Power Industry,Coal (Short Tons),"9,419,941",,
2013,12,TX,Total Electric Power Industry,Natural Gas (Mcf),"124,580,250",,
2013,12,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,339",,
2013,12,TX,Total Electric Power Industry,Petroleum (Barrels),"110,680",,
2013,12,TX,"Electric Generators, Independent Power",Coal (Short Tons),"5,984,918",,
2013,12,TX,"Electric Generators, Independent Power",Natural Gas (Mcf),"54,181,375",,
2013,12,TX,"Electric Generators, Independent Power",Petroleum (Barrels),"36,270",,
2013,12,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,435,023",,
2013,12,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"22,963,037",,
2013,12,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,346",,
2013,12,TX,"Combined Heat and Power, Industrial Pow",Natural Gas (Mcf),"22,451,971",,
2013,12,TX,"Combined Heat and Power, Industrial Pow",Other Gases (Billion Btu),683,,
2013,12,TX,"Combined Heat and Power, Industrial Pow",Petroleum (Barrels),"71,975",,
2013,12,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"24,582,817",,
2013,12,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),656,,
2013,12,TX,"Combined Heat and Power, Commercial Pow",Natural Gas (Mcf),"401,050",,
2013,12,TX,"Combined Heat and Power, Commercial Pow",Petroleum (Barrels),89,,
2013,12,US,Total Electric Power Industry,Coal (Short Tons),"77,283,295",,
2013,12,US,Total Electric Power Industry,Geothermal (Billion Btu),"13,547",,
2013,12,US,Total Electric Power Industry,Natural Gas (Mcf),"694,225,272",,
2013,12,US,Total Electric Power Industry,Other Gases (Billion Btu),"9,276",,
2013,12,US,Total Electric Power Industry,Petroleum (Barrels),"4,244,923",,
2013,12,US,"Electric Generators, Independent Power",Coal (Short Tons),"18,936,134",,
2013,12,US,"Electric Generators, Independent Power",Geothermal (Billion Btu),"12,470",,
2013,12,US,"Electric Generators, Independent Power",Natural Gas (Mcf),"253,575,954",,
2013,12,US,"Electric Generators, Independent Power",Other Gases (Billion Btu),0,,
2013,12,US,"Electric Generators, Independent Power",Petroleum (Barrels),"999,117",,
2013,12,US,"Electric Generators, Electric Utilities",Coal (Short Tons),"56,761,099",,
2013,12,US,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),950,,
2013,12,US,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"302,944,225",,
2013,12,US,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),72,,
