YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2007,3,AK,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"14,014"
2007,3,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"21,183"
2007,3,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"1,951"
2007,3,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"8,174"
2007,3,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,400"
2007,3,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,3,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"10,625"
2007,3,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"91,910"
2007,3,AL,Total Electric Power Industry,Coal (Short Tons),"2,990,250"
2007,3,AL,Total Electric Power Industry,Petroleum (Barrels),"21,846"
2007,3,AL,Total Electric Power Industry,Natural Gas (Mcf),"8,987,642"
2007,3,AL,Total Electric Power Industry,Other Gases (Billion BTU),286
2007,3,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,981,802"
2007,3,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"12,205"
2007,3,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,368,524"
2007,3,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),336
2007,3,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,587,926"
2007,3,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"3,020"
2007,3,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,691,066"
2007,3,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,428"
2007,3,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"9,305"
2007,3,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"340,126"
2007,3,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),286
2007,3,AR,Total Electric Power Industry,Coal (Short Tons),"1,134,276"
2007,3,AR,Total Electric Power Industry,Petroleum (Barrels),"8,693"
2007,3,AR,Total Electric Power Industry,Natural Gas (Mcf),"1,797,944"
2007,3,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,132,089"
2007,3,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"6,827"
2007,3,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"70,088"
2007,3,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,233,711"
2007,3,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2007,3,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"415,127"
2007,3,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),178
2007,3,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,187"
2007,3,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,866"
2007,3,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"78,840"
2007,3,AZ,Total Electric Power Industry,Coal (Short Tons),"1,850,809"
2007,3,AZ,Total Electric Power Industry,Petroleum (Barrels),"4,556"
2007,3,AZ,Total Electric Power Industry,Natural Gas (Mcf),"7,505,730"
2007,3,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,840,748"
2007,3,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,373"
2007,3,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,567,755"
2007,3,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,857,131"
2007,3,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"65,817"
2007,3,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),24
2007,3,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"15,027"
2007,3,AZ,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"10,061"
2007,3,AZ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),159
2007,3,AZ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2007,3,CA,Total Electric Power Industry,Coal (Short Tons),"48,411"
2007,3,CA,Total Electric Power Industry,Petroleum (Barrels),"333,927"
2007,3,CA,Total Electric Power Industry,Natural Gas (Mcf),"50,727,015"
2007,3,CA,Total Electric Power Industry,Other Gases (Billion BTU),"1,640"
2007,3,CA,Total Electric Power Industry,Geothermal (Billion BTU),"10,436"
2007,3,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"9,757"
2007,3,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"11,825,479"
2007,3,CA,"Electric Generators, Electric Utilities",Geothermal (Billion BTU),724
2007,3,CA,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2007,3,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"186,038"
2007,3,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"24,158,777"
2007,3,CA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2007,3,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),"9,712"
2007,3,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),"41,283"
2007,3,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"55,855"
2007,3,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"8,637,733"
2007,3,CA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),1
2007,3,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),22
2007,3,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,053,038"
2007,3,CA,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),0
2007,3,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"7,128"
2007,3,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"82,255"
2007,3,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"5,051,988"
2007,3,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),"1,639"
2007,3,CO,Total Electric Power Industry,Coal (Short Tons),"1,600,239"
2007,3,CO,Total Electric Power Industry,Petroleum (Barrels),"1,310"
2007,3,CO,Total Electric Power Industry,Natural Gas (Mcf),"6,705,064"
2007,3,CO,Total Electric Power Industry,Other Gases (Billion BTU),1
2007,3,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,595,907"
2007,3,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,224"
2007,3,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,701,392"
2007,3,CO,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),1
2007,3,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2007,3,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,211,543"
2007,3,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),"4,332"
2007,3,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),86
2007,3,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"774,108"
2007,3,CO,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2007,3,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2007,3,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,3,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2007,3,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"18,021"
2007,3,CT,Total Electric Power Industry,Coal (Short Tons),"177,671"
2007,3,CT,Total Electric Power Industry,Petroleum (Barrels),"327,338"
2007,3,CT,Total Electric Power Industry,Natural Gas (Mcf),"5,430,533"
2007,3,CT,Total Electric Power Industry,Other Gases (Billion BTU),2
2007,3,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),339
2007,3,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2007,3,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"152,095"
2007,3,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"320,484"
2007,3,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"5,193,890"
2007,3,CT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),2
2007,3,CT,"Combined Heat and Power, Electric Power",Coal (Short Tons),"25,576"
2007,3,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),313
2007,3,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"149,624"
2007,3,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2007,3,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"19,679"
2007,3,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"6,202"
2007,3,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"67,340"
2007,3,DC,Total Electric Power Industry,Petroleum (Barrels),"1,633"
2007,3,DC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,633"
2007,3,DE,Total Electric Power Industry,Coal (Short Tons),"179,124"
2007,3,DE,Total Electric Power Industry,Petroleum (Barrels),"62,714"
2007,3,DE,Total Electric Power Industry,Natural Gas (Mcf),"1,269,213"
2007,3,DE,Total Electric Power Industry,Other Gases (Billion BTU),"1,041"
2007,3,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,242"
2007,3,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"29,670"
2007,3,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),"171,531"
2007,3,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"60,655"
2007,3,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"775,597"
2007,3,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),"6,065"
2007,3,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),296
2007,3,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"10,171"
2007,3,DE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,528"
2007,3,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),521
2007,3,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"453,775"
2007,3,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),"1,041"
2007,3,FL,Total Electric Power Industry,Coal (Short Tons),"2,162,999"
2007,3,FL,Total Electric Power Industry,Petroleum (Barrels),"1,824,925"
2007,3,FL,Total Electric Power Industry,Natural Gas (Mcf),"47,842,142"
2007,3,FL,Total Electric Power Industry,Other Gases (Billion BTU),5
2007,3,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,992,001"
2007,3,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,802,764"
2007,3,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"43,347,648"
2007,3,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"4,209"
2007,3,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,652,121"
2007,3,FL,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2007,3,FL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"167,474"
2007,3,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),819
2007,3,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,430,551"
2007,3,FL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2007,3,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2007,3,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"20,243"
2007,3,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"3,524"
2007,3,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"17,133"
2007,3,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"391,579"
2007,3,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),5
2007,3,GA,Total Electric Power Industry,Coal (Short Tons),"3,382,341"
2007,3,GA,Total Electric Power Industry,Petroleum (Barrels),"71,254"
2007,3,GA,Total Electric Power Industry,Natural Gas (Mcf),"4,593,849"
2007,3,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,366,174"
2007,3,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"14,390"
2007,3,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,686,131"
2007,3,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),179
2007,3,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"841,680"
2007,3,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2007,3,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"17,101"
2007,3,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),276
2007,3,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,3,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"16,167"
2007,3,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"56,409"
2007,3,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"48,937"
2007,3,HI,Total Electric Power Industry,Coal (Short Tons),"61,419"
2007,3,HI,Total Electric Power Industry,Petroleum (Barrels),"1,192,472"
2007,3,HI,Total Electric Power Industry,Other Gases (Billion BTU),22
2007,3,HI,Total Electric Power Industry,Geothermal (Billion BTU),210
2007,3,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,071,880"
2007,3,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),210
2007,3,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"61,419"
2007,3,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"107,455"
2007,3,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),290
2007,3,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"12,847"
2007,3,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),22
2007,3,IA,Total Electric Power Industry,Coal (Short Tons),"1,819,862"
2007,3,IA,Total Electric Power Industry,Petroleum (Barrels),"45,097"
2007,3,IA,Total Electric Power Industry,Natural Gas (Mcf),"1,450,779"
2007,3,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,786,660"
2007,3,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"43,803"
2007,3,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,449,544"
2007,3,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),622
2007,3,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),44
2007,3,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"4,746"
2007,3,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),661
2007,3,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,191"
2007,3,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"28,456"
2007,3,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11
2007,3,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2007,3,ID,Total Electric Power Industry,Coal (Short Tons),"1,954"
2007,3,ID,Total Electric Power Industry,Petroleum (Barrels),16
2007,3,ID,Total Electric Power Industry,Natural Gas (Mcf),"335,529"
2007,3,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),16
2007,3,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"67,403"
2007,3,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"197,135"
2007,3,ID,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"15,839"
2007,3,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,954"
2007,3,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2007,3,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"55,152"
2007,3,IL,Total Electric Power Industry,Coal (Short Tons),"4,819,381"
2007,3,IL,Total Electric Power Industry,Petroleum (Barrels),"19,340"
2007,3,IL,Total Electric Power Industry,Natural Gas (Mcf),"3,033,837"
2007,3,IL,Total Electric Power Industry,Other Gases (Billion BTU),120
2007,3,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"475,797"
2007,3,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,770"
2007,3,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"157,376"
2007,3,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),"4,282,743"
2007,3,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"15,525"
2007,3,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,081,393"
2007,3,IL,"Combined Heat and Power, Electric Power",Coal (Short Tons),"2,006"
2007,3,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"261,227"
2007,3,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),14
2007,3,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"1,834"
2007,3,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),45
2007,3,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"336,713"
2007,3,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"57,001"
2007,3,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2007,3,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"197,128"
2007,3,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),106
2007,3,IN,Total Electric Power Industry,Coal (Short Tons),"4,988,546"
2007,3,IN,Total Electric Power Industry,Petroleum (Barrels),"18,972"
2007,3,IN,Total Electric Power Industry,Natural Gas (Mcf),"1,578,742"
2007,3,IN,Total Electric Power Industry,Other Gases (Billion BTU),"2,376"
2007,3,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"4,701,119"
2007,3,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"17,142"
2007,3,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"532,820"
2007,3,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),"115,199"
2007,3,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"24,022"
2007,3,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"168,000"
2007,3,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2007,3,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"787,583"
2007,3,IN,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),1
2007,3,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"2,990"
2007,3,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),69
2007,3,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"8,497"
2007,3,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"1,238"
2007,3,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,761"
2007,3,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"225,820"
2007,3,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),"2,376"
2007,3,KS,Total Electric Power Industry,Coal (Short Tons),"1,668,979"
2007,3,KS,Total Electric Power Industry,Petroleum (Barrels),"36,839"
2007,3,KS,Total Electric Power Industry,Natural Gas (Mcf),"827,506"
2007,3,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,668,979"
2007,3,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"36,839"
2007,3,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"826,180"
2007,3,KS,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2007,3,KS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,3,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,326"
2007,3,KY,Total Electric Power Industry,Coal (Short Tons),"3,286,439"
2007,3,KY,Total Electric Power Industry,Petroleum (Barrels),"413,096"
2007,3,KY,Total Electric Power Industry,Natural Gas (Mcf),"772,001"
2007,3,KY,Total Electric Power Industry,Other Gases (Billion BTU),2
2007,3,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,933,772"
2007,3,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"22,421"
2007,3,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"687,092"
2007,3,KY,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),2
2007,3,KY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"352,667"
2007,3,KY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"390,675"
2007,3,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"22,486"
2007,3,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"62,423"
2007,3,LA,Total Electric Power Industry,Coal (Short Tons),"918,291"
2007,3,LA,Total Electric Power Industry,Petroleum (Barrels),"344,999"
2007,3,LA,Total Electric Power Industry,Natural Gas (Mcf),"27,510,428"
2007,3,LA,Total Electric Power Industry,Other Gases (Billion BTU),984
2007,3,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"287,771"
2007,3,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"329,611"
2007,3,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,948,945"
2007,3,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"629,711"
2007,3,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,548"
2007,3,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,374,163"
2007,3,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,942,460"
2007,3,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),339
2007,3,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"20,174"
2007,3,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),809
2007,3,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"13,840"
2007,3,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"14,224,686"
2007,3,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),645
2007,3,MA,Total Electric Power Industry,Coal (Short Tons),"479,914"
2007,3,MA,Total Electric Power Industry,Petroleum (Barrels),"517,279"
2007,3,MA,Total Electric Power Industry,Natural Gas (Mcf),"13,147,816"
2007,3,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"24,688"
2007,3,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"85,195"
2007,3,MA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"479,060"
2007,3,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"469,719"
2007,3,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"11,389,513"
2007,3,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),583
2007,3,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,270,759"
2007,3,MA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2007,3,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"6,783"
2007,3,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"364,462"
2007,3,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),854
2007,3,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"15,506"
2007,3,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"37,887"
2007,3,MD,Total Electric Power Industry,Coal (Short Tons),"997,017"
2007,3,MD,Total Electric Power Industry,Petroleum (Barrels),"158,083"
2007,3,MD,Total Electric Power Industry,Natural Gas (Mcf),"591,175"
2007,3,MD,Total Electric Power Industry,Other Gases (Billion BTU),445
2007,3,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,937"
2007,3,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2007,3,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),"928,839"
2007,3,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"139,669"
2007,3,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"124,433"
2007,3,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"63,060"
2007,3,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"8,503"
2007,3,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"440,725"
2007,3,MD,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),445
2007,3,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),15
2007,3,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1
2007,3,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,118"
2007,3,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"5,959"
2007,3,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"26,016"
2007,3,ME,Total Electric Power Industry,Coal (Short Tons),"8,355"
2007,3,ME,Total Electric Power Industry,Petroleum (Barrels),"127,023"
2007,3,ME,Total Electric Power Industry,Natural Gas (Mcf),"3,765,805"
2007,3,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),286
2007,3,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"75,788"
2007,3,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,553,157"
2007,3,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),"2,459"
2007,3,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1
2007,3,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),533
2007,3,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,790"
2007,3,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,896"
2007,3,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"50,415"
2007,3,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"210,858"
2007,3,MI,Total Electric Power Industry,Coal (Short Tons),"2,664,535"
2007,3,MI,Total Electric Power Industry,Petroleum (Barrels),"86,836"
2007,3,MI,Total Electric Power Industry,Natural Gas (Mcf),"6,634,276"
2007,3,MI,Total Electric Power Industry,Other Gases (Billion BTU),150
2007,3,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,615,219"
2007,3,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"48,480"
2007,3,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"599,443"
2007,3,MI,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),43
2007,3,MI,"Electric Generators, Independent Power Producers",Coal (Short Tons),"11,079"
2007,3,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),26
2007,3,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"472,264"
2007,3,MI,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2007,3,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,576"
2007,3,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"17,793"
2007,3,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"5,478,240"
2007,3,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),107
2007,3,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"5,826"
2007,3,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),17
2007,3,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,619"
2007,3,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"13,835"
2007,3,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"20,520"
2007,3,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"82,710"
