YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2010,11,IN,Total Electric Power Industry,Other Gases (Billion BTU),"1,450"
2010,11,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,931,533"
2010,11,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"16,791"
2010,11,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,928,740"
2010,11,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),"146,294"
2010,11,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"41,527"
2010,11,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"225,753"
2010,11,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,11,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,658,616"
2010,11,IN,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,11,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"3,196"
2010,11,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),164
2010,11,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"10,284"
2010,11,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),967
2010,11,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,444"
2010,11,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"360,518"
2010,11,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),"1,450"
2010,11,KS,Total Electric Power Industry,Coal (Short Tons),"1,423,163"
2010,11,KS,Total Electric Power Industry,Petroleum (Barrels),"14,730"
2010,11,KS,Total Electric Power Industry,Natural Gas (Mcf),"857,361"
2010,11,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,423,163"
2010,11,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"14,730"
2010,11,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"857,361"
2010,11,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2010,11,KY,Total Electric Power Industry,Coal (Short Tons),"3,167,214"
2010,11,KY,Total Electric Power Industry,Petroleum (Barrels),"312,636"
2010,11,KY,Total Electric Power Industry,Natural Gas (Mcf),"516,294"
2010,11,KY,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,11,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,167,214"
2010,11,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"312,636"
2010,11,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"468,543"
2010,11,KY,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2010,11,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0
2010,11,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"47,751"
2010,11,LA,Total Electric Power Industry,Coal (Short Tons),"1,519,571"
2010,11,LA,Total Electric Power Industry,Petroleum (Barrels),"678,764"
2010,11,LA,Total Electric Power Industry,Natural Gas (Mcf),"26,295,116"
2010,11,LA,Total Electric Power Industry,Other Gases (Billion BTU),938
2010,11,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"775,716"
2010,11,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"628,360"
2010,11,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,746,918"
2010,11,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"743,855"
2010,11,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,505"
2010,11,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"698,374"
2010,11,LA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,11,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,132,027"
2010,11,LA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),105
2010,11,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"16,344"
2010,11,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2010,11,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"48,899"
2010,11,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"13,701,453"
2010,11,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),833
2010,11,MA,Total Electric Power Industry,Coal (Short Tons),"164,588"
2010,11,MA,Total Electric Power Industry,Petroleum (Barrels),"13,940"
2010,11,MA,Total Electric Power Industry,Natural Gas (Mcf),"13,879,885"
2010,11,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,543"
2010,11,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"718,823"
2010,11,MA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"164,338"
2010,11,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"4,589"
2010,11,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"9,818,374"
2010,11,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),396
2010,11,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,922,976"
2010,11,MA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2010,11,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,393"
2010,11,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"349,454"
2010,11,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),250
2010,11,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),19
2010,11,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"70,258"
2010,11,MD,Total Electric Power Industry,Coal (Short Tons),"580,271"
2010,11,MD,Total Electric Power Industry,Petroleum (Barrels),"14,754"
2010,11,MD,Total Electric Power Industry,Natural Gas (Mcf),"443,809"
2010,11,MD,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,11,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),223
2010,11,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2010,11,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),"525,356"
2010,11,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"12,405"
2010,11,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"376,601"
2010,11,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"50,700"
2010,11,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"1,939"
2010,11,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"44,727"
2010,11,MD,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,11,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2010,11,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),12
2010,11,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2010,11,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,215"
2010,11,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),175
2010,11,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"22,481"
2010,11,ME,Total Electric Power Industry,Coal (Short Tons),"1,782"
2010,11,ME,Total Electric Power Industry,Petroleum (Barrels),"81,843"
2010,11,ME,Total Electric Power Industry,Natural Gas (Mcf),"4,401,661"
2010,11,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),499
2010,11,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"68,349"
2010,11,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,874,674"
2010,11,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,431"
2010,11,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),801
2010,11,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),657
2010,11,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),651
2010,11,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),351
2010,11,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"11,537"
2010,11,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,526,336"
2010,11,MI,Total Electric Power Industry,Coal (Short Tons),"2,702,508"
2010,11,MI,Total Electric Power Industry,Petroleum (Barrels),"46,269"
2010,11,MI,Total Electric Power Industry,Natural Gas (Mcf),"4,824,783"
2010,11,MI,Total Electric Power Industry,Other Gases (Billion BTU),130
2010,11,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,675,820"
2010,11,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"22,149"
2010,11,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"182,278"
2010,11,MI,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2010,11,MI,"Electric Generators, Independent Power Producers",Coal (Short Tons),"1,641"
2010,11,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2010,11,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"939,708"
2010,11,MI,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2010,11,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"18,024"
2010,11,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"14,083"
2010,11,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,490,315"
2010,11,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),130
2010,11,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2010,11,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),26
2010,11,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"139,782"
2010,11,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"7,023"
2010,11,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"10,011"
2010,11,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"72,700"
2010,11,MN,Total Electric Power Industry,Coal (Short Tons),"1,185,134"
2010,11,MN,Total Electric Power Industry,Petroleum (Barrels),"3,575"
2010,11,MN,Total Electric Power Industry,Natural Gas (Mcf),"2,158,204"
2010,11,MN,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,11,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,139,682"
2010,11,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,288"
2010,11,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,751,394"
2010,11,MN,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2010,11,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),11
2010,11,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"200,518"
2010,11,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2010,11,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"138,981"
2010,11,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),152
2010,11,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"43,659"
2010,11,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"45,452"
2010,11,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),124
2010,11,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"23,652"
2010,11,MO,Total Electric Power Industry,Coal (Short Tons),"3,476,869"
2010,11,MO,Total Electric Power Industry,Petroleum (Barrels),"26,664"
2010,11,MO,Total Electric Power Industry,Natural Gas (Mcf),"1,357,820"
2010,11,MO,Total Electric Power Industry,Other Gases (Billion BTU),4
2010,11,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,471,005"
2010,11,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"26,545"
2010,11,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,332,145"
2010,11,MO,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),4
2010,11,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,569"
2010,11,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"8,818"
2010,11,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"2,681"
2010,11,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),77
2010,11,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"14,683"
2010,11,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"3,183"
2010,11,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),42
2010,11,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),605
2010,11,MS,Total Electric Power Industry,Coal (Short Tons),"624,600"
2010,11,MS,Total Electric Power Industry,Petroleum (Barrels),923
2010,11,MS,Total Electric Power Industry,Natural Gas (Mcf),"14,208,953"
2010,11,MS,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,11,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),"296,975"
2010,11,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),884
2010,11,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"11,695,222"
2010,11,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),"327,625"
2010,11,MS,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2010,11,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,390,194"
2010,11,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"6,676"
2010,11,MS,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2010,11,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),39
2010,11,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"116,861"
2010,11,MS,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),0
2010,11,MT,Total Electric Power Industry,Coal (Short Tons),"1,026,651"
2010,11,MT,Total Electric Power Industry,Petroleum (Barrels),"79,182"
2010,11,MT,Total Electric Power Industry,Natural Gas (Mcf),"30,405"
2010,11,MT,Total Electric Power Industry,Other Gases (Billion BTU),3
2010,11,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),"27,858"
2010,11,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),76
2010,11,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,620"
2010,11,MT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"998,793"
2010,11,MT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,816"
2010,11,MT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"17,294"
2010,11,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"77,290"
2010,11,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2010,11,MT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2010,11,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"2,491"
2010,11,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),3
2010,11,NC,Total Electric Power Industry,Coal (Short Tons),"1,779,002"
2010,11,NC,Total Electric Power Industry,Petroleum (Barrels),"31,271"
2010,11,NC,Total Electric Power Industry,Natural Gas (Mcf),"4,285,054"
2010,11,NC,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,11,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,710,187"
2010,11,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),"28,305"
2010,11,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,509,034"
2010,11,NC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),563
2010,11,NC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"741,413"
2010,11,NC,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2010,11,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),"61,363"
2010,11,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),478
2010,11,NC,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"1,155"
2010,11,NC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),7
2010,11,NC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"5,173"
2010,11,NC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,297"
2010,11,NC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,918"
2010,11,NC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"29,434"
2010,11,ND,Total Electric Power Industry,Coal (Short Tons),"1,802,040"
2010,11,ND,Total Electric Power Industry,Petroleum (Barrels),"5,317"
2010,11,ND,Total Electric Power Industry,Natural Gas (Mcf),"2,928"
2010,11,ND,Total Electric Power Industry,Other Gases (Billion BTU),11
2010,11,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,792,134"
2010,11,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),"5,140"
2010,11,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),51
2010,11,ND,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),5
2010,11,ND,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"9,906"
2010,11,ND,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),172
2010,11,ND,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"2,877"
2010,11,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),11
2010,11,NE,Total Electric Power Industry,Coal (Short Tons),"1,029,315"
2010,11,NE,Total Electric Power Industry,Petroleum (Barrels),"13,745"
2010,11,NE,Total Electric Power Industry,Natural Gas (Mcf),"133,690"
2010,11,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,016,570"
2010,11,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),"13,745"
2010,11,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"112,047"
2010,11,NE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),21
2010,11,NE,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),32
2010,11,NE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"12,745"
2010,11,NE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"21,590"
2010,11,NH,Total Electric Power Industry,Coal (Short Tons),"43,232"
2010,11,NH,Total Electric Power Industry,Petroleum (Barrels),"5,136"
2010,11,NH,Total Electric Power Industry,Natural Gas (Mcf),"5,612,291"
2010,11,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),"43,232"
2010,11,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),"4,525"
2010,11,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"392,206"
2010,11,NH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),10
2010,11,NH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"5,201,911"
2010,11,NH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),589
2010,11,NH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),12
2010,11,NH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"18,174"
2010,11,NJ,Total Electric Power Industry,Coal (Short Tons),"114,633"
2010,11,NJ,Total Electric Power Industry,Petroleum (Barrels),"89,847"
2010,11,NJ,Total Electric Power Industry,Natural Gas (Mcf),"13,549,620"
2010,11,NJ,Total Electric Power Industry,Other Gases (Billion BTU),128
2010,11,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2010,11,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,619"
2010,11,NJ,"Electric Generators, Independent Power Producers",Coal (Short Tons),"69,384"
2010,11,NJ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"17,354"
2010,11,NJ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"11,061,359"
2010,11,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),"45,249"
2010,11,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"69,709"
2010,11,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,041,887"
2010,11,NJ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),42
2010,11,NJ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"45,576"
2010,11,NJ,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),1
2010,11,NJ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),123
2010,11,NJ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"400,798"
2010,11,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),127
2010,11,NM,Total Electric Power Industry,Coal (Short Tons),"1,285,441"
2010,11,NM,Total Electric Power Industry,Petroleum (Barrels),"7,704"
2010,11,NM,Total Electric Power Industry,Natural Gas (Mcf),"4,810,276"
2010,11,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,285,441"
2010,11,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,700"
2010,11,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,117,725"
2010,11,NM,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2010,11,NM,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,487,070"
2010,11,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"147,259"
2010,11,NM,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2010,11,NM,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"58,002"
2010,11,NM,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2
2010,11,NM,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),220
2010,11,NV,Total Electric Power Industry,Coal (Short Tons),"222,102"
2010,11,NV,Total Electric Power Industry,Petroleum (Barrels),"2,913"
2010,11,NV,Total Electric Power Industry,Natural Gas (Mcf),"12,321,257"
2010,11,NV,Total Electric Power Industry,Other Gases (Billion BTU),5
2010,11,NV,Total Electric Power Industry,Geothermal (Billion BTU),"1,646"
2010,11,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),"152,501"
2010,11,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,371"
2010,11,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,526,441"
2010,11,NV,"Electric Generators, Independent Power Producers",Coal (Short Tons),"69,601"
2010,11,NV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),541
2010,11,NV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,306,249"
2010,11,NV,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),"1,646"
2010,11,NV,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1
2010,11,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,322,558"
2010,11,NV,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),5
2010,11,NV,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"41,994"
2010,11,NV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"124,015"
2010,11,NY,Total Electric Power Industry,Coal (Short Tons),"344,815"
2010,11,NY,Total Electric Power Industry,Petroleum (Barrels),"33,874"
2010,11,NY,Total Electric Power Industry,Natural Gas (Mcf),"32,144,150"
2010,11,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),"4,696"
2010,11,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,931"
2010,11,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,876,980"
2010,11,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"332,671"
2010,11,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"16,127"
2010,11,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"13,232,845"
2010,11,NY,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,652"
2010,11,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),470
2010,11,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"8,464,999"
2010,11,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2010,11,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),279
2010,11,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"405,545"
2010,11,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,796"
2010,11,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"8,067"
2010,11,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"163,781"
2010,11,OH,Total Electric Power Industry,Coal (Short Tons),"3,889,290"
2010,11,OH,Total Electric Power Industry,Petroleum (Barrels),"206,796"
2010,11,OH,Total Electric Power Industry,Natural Gas (Mcf),"5,000,959"
2010,11,OH,Total Electric Power Industry,Other Gases (Billion BTU),109
2010,11,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,948,613"
2010,11,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),"27,484"
2010,11,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,535,427"
2010,11,OH,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2010,11,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),"920,378"
2010,11,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"174,220"
2010,11,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,326,858"
2010,11,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),"13,159"
2010,11,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"107,623"
2010,11,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),19
2010,11,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"7,140"
2010,11,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"5,092"
2010,11,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"31,051"
2010,11,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),90
2010,11,OK,Total Electric Power Industry,Coal (Short Tons),"1,471,796"
2010,11,OK,Total Electric Power Industry,Petroleum (Barrels),"1,765"
2010,11,OK,Total Electric Power Industry,Natural Gas (Mcf),"14,118,691"
2010,11,OK,Total Electric Power Industry,Other Gases (Billion BTU),0
2010,11,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,354,891"
2010,11,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,376"
2010,11,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"12,534,421"
2010,11,OK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,393,296"
2010,11,OK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"103,000"
2010,11,OK,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"147,678"
2010,11,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),24
2010,11,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"3,560"
2010,11,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"13,905"
2010,11,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),365
2010,11,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"39,736"
2010,11,OK,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),0
2010,11,OR,Total Electric Power Industry,Coal (Short Tons),"241,329"
2010,11,OR,Total Electric Power Industry,Petroleum (Barrels),132
2010,11,OR,Total Electric Power Industry,Natural Gas (Mcf),"10,503,325"
2010,11,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),"241,329"
2010,11,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),132
2010,11,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,011,851"
2010,11,OR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,549,326"
2010,11,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,882,843"
2010,11,OR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2010,11,OR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
